id,age,balance,housing,loan,campaign,Cluster
11780,57,9311.0,0,0,3,1
11781,50,0.0,1,0,1,0
11782,57,9103.0,0,1,2,1
11783,30,457.0,1,0,20,0
11784,43,126.0,1,0,2,0
11785,46,0.0,0,0,2,1
11786,41,0.0,0,0,1,1
11787,43,0.0,1,0,1,0
11788,49,923.0,0,0,2,1
11789,36,1355.0,1,0,8,0
11790,55,5.0,0,0,1,1
11791,41,167.0,0,0,1,1
11792,38,1005.0,0,0,12,1
11793,35,14.0,1,0,1,0
11794,55,1735.0,0,0,2,1
11795,47,287.0,0,0,1,1
11796,52,0.0,0,0,1,1
11797,41,-206.0,0,0,1,1
11798,36,0.0,0,0,3,1
11799,56,878.0,0,0,3,1
11800,53,-223.0,0,0,1,1
11801,57,1466.0,0,0,1,1
11802,56,3164.0,0,0,3,1
11803,44,2400.0,0,0,1,1
11804,40,408.0,1,0,4,0
11805,41,0.0,0,0,1,1
11806,47,2559.0,0,0,1,1
11807,36,977.0,0,0,2,1
11808,45,0.0,0,1,2,1
11809,57,27069.0,0,1,3,1
11810,48,3260.0,0,0,3,1
11811,56,665.0,1,0,2,0
11812,46,296.0,1,0,4,0
11813,56,0.0,0,0,2,1
11814,27,-48.0,1,0,2,0
11815,38,0.0,1,0,2,0
11816,60,0.0,0,0,2,1
11817,25,-306.0,1,0,3,0
11818,37,43.0,1,0,3,0
11819,41,-771.0,0,1,2,1
11820,42,-215.0,0,0,5,1
11821,56,549.0,0,1,2,1
11822,47,302.0,1,0,3,0
11823,28,-494.0,1,0,2,0
11824,49,557.0,1,0,5,0
11825,56,5879.0,0,0,3,1
11826,51,3045.0,0,1,2,1
11827,60,196.0,0,0,3,1
11828,50,1098.0,0,0,3,1
11829,36,7123.0,0,0,17,1
11830,52,1500.0,0,1,3,1
11831,51,1295.0,0,1,2,1
11832,43,672.0,1,0,6,0
11833,20,-322.0,1,0,4,0
11834,36,44.0,0,0,2,1
11835,47,1111.0,0,0,4,1
11836,39,470.0,1,0,2,0
11837,53,3975.0,0,0,2,1
11838,38,348.0,0,0,1,1
11839,29,908.0,1,0,1,0
11840,60,4722.0,0,0,3,1
11841,43,506.0,0,0,1,1
11842,47,1694.0,0,1,3,1
11843,55,16.0,0,0,1,1
11844,42,-9.0,0,0,1,1
11845,39,80.0,0,0,2,1
11846,51,495.0,1,1,8,0
11847,57,-92.0,1,1,1,0
11848,39,-251.0,0,0,6,1
11849,60,1393.0,0,0,6,1
11850,47,1121.0,0,0,6,1
11851,57,5.0,0,0,2,1
11852,37,1549.0,1,0,7,0
11853,40,0.0,0,0,4,1
11854,38,293.0,0,0,2,1
11855,41,2067.0,1,0,4,0
11856,36,207.0,0,0,5,1
11857,47,33.0,1,1,25,0
11858,56,475.0,1,1,4,0
11859,46,101.0,1,0,4,0
11860,40,188.0,1,1,2,0
11861,36,0.0,0,0,2,1
11862,44,251.0,0,0,6,1
11863,59,544.0,0,0,2,1
11864,54,515.0,0,1,2,1
11865,41,-319.0,0,0,3,1
11866,38,2885.0,1,0,10,0
11867,45,186.0,0,0,2,1
11868,34,490.0,1,0,12,0
11869,39,4168.0,1,0,3,0
11870,37,142.0,0,0,2,1
11871,38,9669.0,0,0,3,1
11872,56,954.0,0,0,10,1
11873,39,127.0,0,0,2,1
11874,44,2237.0,1,0,2,0
11875,38,3419.0,1,0,5,0
11876,47,-57.0,0,1,2,1
11877,36,0.0,1,0,7,0
11878,32,2326.0,1,0,3,0
11879,55,2074.0,0,0,4,1
11880,42,396.0,0,1,2,1
11881,49,2.0,1,0,20,0
11882,52,-107.0,1,1,2,0
11883,31,1361.0,1,0,4,0
11884,48,10724.0,0,0,3,1
11885,50,2812.0,1,0,37,0
11886,43,177.0,0,0,18,1
11887,30,685.0,1,0,3,0
11888,45,904.0,1,1,9,0
11889,42,161.0,1,0,3,0
11890,39,12.0,0,0,2,1
11891,43,377.0,0,1,5,1
11892,37,0.0,0,0,14,1
11893,36,1313.0,1,0,10,0
11894,37,3728.0,0,0,4,1
11895,36,79.0,0,0,3,1
11896,59,0.0,0,0,5,1
11897,35,273.0,0,0,4,1
11898,54,1241.0,0,0,5,1
11899,54,1323.0,0,0,4,1
11900,37,3876.0,0,0,12,1
11901,56,3643.0,0,0,3,1
11902,45,1557.0,0,0,5,1
11903,58,741.0,0,0,2,1
11904,39,3832.0,1,0,13,0
11905,38,155.0,1,0,26,0
11906,45,5163.0,0,0,2,1
11907,42,494.0,0,0,2,1
11908,37,1779.0,1,0,3,0
11909,39,1654.0,0,0,6,1
11910,46,12186.0,0,0,3,1
11911,52,2206.0,1,0,18,0
11912,42,0.0,0,0,2,1
11913,39,0.0,0,0,11,1
11914,47,505.0,0,0,3,1
11915,24,126.0,1,0,58,0
11916,52,911.0,0,0,2,1
11917,38,1113.0,0,0,4,1
11918,34,0.0,1,1,29,0
11919,29,-498.0,1,0,14,0
11920,49,3394.0,1,0,22,0
11921,37,3075.0,0,0,3,1
11922,53,6859.0,1,0,27,0
11923,56,0.0,0,0,10,1
11924,47,2820.0,0,0,3,1
11925,48,0.0,0,0,3,1
11926,33,13494.0,1,0,25,0
11927,40,258.0,0,0,13,1
11928,47,44.0,0,0,3,1
11929,38,530.0,0,0,6,1
11930,44,1286.0,1,0,3,0
11931,38,258.0,0,1,2,1
11932,42,4800.0,0,0,11,1
11933,46,974.0,1,0,3,0
11934,31,813.0,1,0,18,0
11935,36,760.0,0,0,13,1
11936,51,-265.0,1,0,4,0
11937,41,1498.0,0,0,2,1
11938,51,325.0,1,0,4,0
11939,35,118.0,0,0,4,1
11940,50,1088.0,1,0,21,0
11941,53,77.0,0,0,3,1
11942,55,11.0,0,0,2,1
11943,48,71.0,0,0,4,1
11944,57,1168.0,0,0,5,1
11945,48,2677.0,0,0,3,1
11946,41,0.0,0,0,3,1
11947,42,-56.0,1,0,14,0
11948,24,39.0,1,0,3,0
11949,52,649.0,1,1,20,0
11950,53,-214.0,1,0,4,0
11951,47,2515.0,0,0,3,1
11952,36,853.0,0,0,12,1
11953,53,57.0,1,0,20,0
11954,37,1483.0,0,0,9,1
11955,60,2166.0,0,0,9,1
11956,51,1550.0,0,0,5,1
11957,47,12276.0,0,0,5,1
11958,47,3556.0,1,0,4,0
11959,52,64.0,0,0,5,1
11960,36,1573.0,1,0,10,0
11961,52,280.0,0,0,12,1
11962,38,-522.0,1,1,22,0
11963,51,3984.0,0,0,12,1
11964,48,1876.0,1,0,3,0
11965,37,146.0,1,0,8,0
11966,43,-312.0,1,0,11,0
11967,56,0.0,0,0,8,1
11968,42,1430.0,1,1,3,0
11969,52,-297.0,1,0,21,0
11970,43,819.0,0,0,4,1
11971,37,5052.0,1,0,3,0
11972,43,-59.0,1,0,5,0
11973,36,976.0,0,0,5,1
11974,33,0.0,1,0,16,0
11975,29,142.0,1,1,2,0
11976,38,6209.0,0,0,10,1
11977,42,3253.0,0,0,7,1
11978,46,0.0,0,0,3,1
11979,40,-283.0,0,0,2,1
11980,41,188.0,1,1,14,0
11981,43,985.0,1,1,19,0
11982,37,344.0,0,0,2,1
11983,45,3854.0,1,0,3,0
11984,52,0.0,0,0,2,1
11985,44,456.0,0,0,3,1
11986,49,947.0,0,0,2,1
11987,38,6999.0,0,0,2,1
11988,38,-627.0,1,1,4,0
11989,46,3390.0,0,0,3,1
11990,51,4655.0,0,0,4,1
11991,45,625.0,0,0,3,1
11992,41,15.0,0,0,5,1
11993,46,5464.0,0,0,4,1
11994,52,3421.0,0,0,8,1
11995,57,1592.0,0,1,4,1
11996,50,213.0,1,1,2,0
11997,43,740.0,1,0,2,0
11998,43,-41.0,0,0,3,1
11999,42,671.0,1,0,29,0
12000,55,1539.0,0,0,2,1
12001,47,1855.0,0,0,3,1
12002,55,241.0,1,0,6,0
12003,38,1409.0,1,0,14,0
12004,55,4777.0,0,1,3,1
12005,53,4601.0,1,0,4,0
12006,56,9246.0,0,0,3,1
12007,31,1016.0,1,0,5,0
12008,31,356.0,1,0,5,0
12009,39,9716.0,0,0,2,1
12010,45,655.0,0,0,3,1
12011,35,2672.0,0,0,10,1
12012,36,1132.0,1,1,2,0
12013,39,6512.0,0,0,6,1
12014,52,765.0,1,0,3,0
12015,39,3.0,0,0,14,1
12016,39,378.0,0,0,5,1
12017,50,537.0,1,0,15,0
12018,38,2685.0,0,0,12,1
12019,60,651.0,0,0,2,1
12020,59,2814.0,0,0,3,1
12021,39,2765.0,1,1,3,0
12022,36,449.0,1,0,3,0
12023,57,316.0,0,0,7,1
12024,40,142.0,0,1,3,1
12025,39,1062.0,1,0,4,0
12026,41,1588.0,1,1,8,0
12027,27,553.0,1,0,3,0
12028,46,7318.0,0,0,5,1
12029,55,166.0,0,0,4,1
12030,36,563.0,0,0,4,1
12031,43,-879.0,1,0,4,0
12032,54,3233.0,0,0,3,1
12033,43,0.0,0,0,12,1
12034,60,3895.0,0,1,8,1
12035,58,0.0,0,0,3,1
12036,51,1069.0,0,0,7,1
12037,57,8403.0,0,0,11,1
12038,42,1601.0,0,0,2,1
12039,51,604.0,0,0,2,1
12040,55,1276.0,0,0,12,1
12041,34,455.0,1,0,3,0
12042,36,129.0,1,0,7,0
12043,56,277.0,0,0,13,1
12044,29,1422.0,1,1,27,0
12045,32,1804.0,1,0,3,0
12046,32,209.0,1,1,31,0
12047,39,281.0,0,0,7,1
12048,53,797.0,0,0,6,1
12049,35,322.0,1,1,4,0
12050,49,6138.0,0,0,3,1
12051,36,682.0,1,0,10,0
12052,49,4134.0,0,0,2,1
12053,47,643.0,1,0,6,0
12054,45,1577.0,0,0,4,1
12055,30,157.0,1,0,3,0
12056,43,445.0,0,1,4,1
12057,24,867.0,1,0,10,0
12058,49,1669.0,1,0,3,0
12059,41,1147.0,1,0,10,0
12060,44,5597.0,0,0,3,1
12061,54,22.0,0,0,4,1
12062,41,306.0,1,0,3,0
12063,53,3166.0,0,0,12,1
12064,30,-1049.0,1,0,2,0
12065,40,1400.0,0,0,7,1
12066,58,0.0,0,0,4,1
12067,40,4.0,0,0,9,1
12068,39,-1002.0,1,0,5,0
12069,37,0.0,1,0,6,0
12070,53,1287.0,0,0,3,1
12071,57,1794.0,0,1,3,1
12072,60,2058.0,0,0,10,1
12073,35,1256.0,1,0,29,0
12074,44,-312.0,1,0,3,0
12075,58,324.0,0,0,4,1
12076,47,480.0,0,0,6,1
12077,42,832.0,0,0,14,1
12078,58,1697.0,0,0,2,1
12079,44,10.0,0,0,2,1
12080,49,-106.0,0,1,13,1
12081,38,5.0,0,1,8,1
12082,44,5078.0,0,0,5,1
12083,39,1022.0,1,0,3,0
12084,36,6.0,0,0,7,1
12085,54,1021.0,0,0,7,1
12086,59,2443.0,0,0,8,1
12087,54,153.0,0,0,12,1
12088,53,1126.0,0,0,3,1
12089,47,1105.0,0,0,6,1
12090,53,3765.0,0,0,3,1
12091,41,0.0,0,0,2,1
12092,39,376.0,0,0,3,1
12093,42,2980.0,0,0,3,1
12094,50,536.0,0,0,3,1
12095,45,0.0,1,1,5,0
12096,28,311.0,1,0,13,0
12097,51,2685.0,0,0,2,1
12098,23,-19.0,1,0,10,0
12099,54,901.0,0,0,3,1
12100,45,11285.0,0,0,5,1
12101,26,715.0,1,0,10,0
12102,38,455.0,1,0,5,0
12103,54,827.0,0,1,2,1
12104,36,622.0,0,0,5,1
12105,52,1860.0,0,0,3,1
12106,44,786.0,1,0,7,0
12107,40,405.0,0,0,3,1
12108,35,996.0,0,0,2,1
12109,43,2968.0,0,0,4,1
12110,52,1750.0,0,1,5,1
12111,48,1401.0,1,0,3,0
12112,50,4861.0,0,0,3,1
12113,49,325.0,0,0,15,1
12114,32,2526.0,1,0,8,0
12115,37,-456.0,1,1,7,0
12116,45,845.0,0,0,4,1
12117,38,1315.0,0,0,12,1
12118,46,137.0,0,0,3,1
12119,60,703.0,0,0,7,1
12120,54,1033.0,0,0,3,1
12121,56,3129.0,0,0,6,1
12122,45,14902.0,1,0,6,0
12123,38,3190.0,1,0,2,0
12124,45,1515.0,0,0,4,1
12125,53,4.0,0,0,6,1
12126,38,1679.0,1,0,18,0
12127,44,961.0,0,0,2,1
12128,53,111.0,0,0,3,1
12129,58,703.0,0,0,3,1
12130,42,0.0,1,0,3,0
12131,50,278.0,0,0,3,1
12132,36,530.0,0,0,3,1
12133,42,548.0,0,0,2,1
12134,50,570.0,0,0,3,1
12135,41,4684.0,0,0,6,1
12136,51,6298.0,1,0,3,0
12137,53,0.0,0,0,7,1
12138,45,4.0,1,0,9,0
12139,50,901.0,1,0,6,0
12140,44,1823.0,0,0,2,1
12141,40,10786.0,0,0,3,1
12142,39,32.0,0,1,10,1
12143,46,83.0,0,0,5,1
12144,42,0.0,0,0,2,1
12145,35,3083.0,0,0,9,1
12146,40,1009.0,1,1,5,0
12147,52,945.0,0,0,8,1
12148,56,361.0,0,0,7,1
12149,37,-475.0,0,0,5,1
12150,58,728.0,0,0,4,1
12151,44,13054.0,1,0,7,0
12152,33,-111.0,1,1,3,0
12153,46,1489.0,1,0,5,0
12154,39,0.0,0,0,4,1
12155,58,1231.0,0,0,3,1
12156,29,507.0,1,0,33,0
12157,53,4086.0,0,0,3,1
12158,43,1451.0,1,0,12,0
12159,42,21.0,1,0,7,0
12160,38,6360.0,0,0,2,1
12161,56,733.0,1,0,3,0
12162,41,2031.0,1,0,3,0
12163,35,883.0,1,1,5,0
12164,42,525.0,1,0,6,0
12165,56,2561.0,0,0,6,1
12166,47,2394.0,0,1,2,1
12167,37,3715.0,1,0,17,0
12168,59,4639.0,0,0,5,1
12169,46,2944.0,0,0,5,1
12170,47,2155.0,0,0,3,1
12171,34,2926.0,1,0,25,0
12172,35,1772.0,0,0,7,1
12173,45,1783.0,0,0,11,1
12174,41,387.0,0,0,10,1
12175,49,-190.0,0,0,7,1
12176,58,2270.0,0,0,4,1
12177,39,122.0,0,0,5,1
12178,35,-12.0,0,1,4,1
12179,37,1609.0,0,1,19,1
12180,43,98.0,0,0,4,1
12181,40,1.0,0,0,11,1
12182,40,260.0,0,0,6,1
12183,50,0.0,0,0,4,1
12184,40,95.0,0,1,4,1
12185,35,2316.0,0,0,3,1
12186,45,-160.0,1,0,26,0
12187,42,738.0,0,0,3,1
12188,44,1239.0,0,0,4,1
12189,41,1309.0,0,0,4,1
12190,33,45.0,0,0,12,1
12191,30,4.0,0,0,2,1
12192,26,1275.0,1,0,9,0
12193,45,1269.0,0,0,7,1
12194,38,503.0,0,0,4,1
12195,58,247.0,0,1,6,1
12196,37,523.0,0,0,7,1
12197,25,94.0,1,1,16,0
12198,47,780.0,0,0,2,1
12199,52,2276.0,0,0,3,1
12200,36,425.0,0,0,4,1
12201,52,2816.0,0,0,3,1
12202,45,302.0,1,0,4,0
12203,56,575.0,0,0,2,1
12204,54,2508.0,0,0,8,1
12205,35,344.0,1,0,18,0
12206,36,-718.0,1,0,20,0
12207,48,0.0,0,0,16,1
12208,40,238.0,0,0,3,1
12209,36,904.0,0,0,8,1
12210,36,873.0,1,0,3,0
12211,51,1348.0,1,0,19,0
12212,30,-250.0,1,0,6,0
12213,40,67.0,0,1,5,1
12214,47,18.0,1,0,24,0
12215,46,-49.0,1,0,23,0
12216,28,-267.0,1,0,4,0
12217,45,3492.0,1,1,4,0
12218,39,861.0,0,0,5,1
12219,56,778.0,0,0,4,1
12220,60,1472.0,0,0,4,1
12221,53,-491.0,1,0,4,0
12222,56,5769.0,0,0,3,1
12223,51,1377.0,0,0,2,1
12224,46,2115.0,1,0,3,0
12225,45,-35.0,1,1,24,0
12226,39,-218.0,0,0,13,1
12227,39,10236.0,0,0,3,1
12228,45,2098.0,0,0,3,1
12229,35,306.0,0,0,8,1
12230,25,3856.0,1,0,28,0
12231,40,1558.0,1,0,15,0
12232,40,925.0,1,1,8,0
12233,38,0.0,0,0,5,1
12234,45,736.0,0,0,2,1
12235,47,0.0,0,1,2,1
12236,57,274.0,0,1,3,1
12237,35,1529.0,0,0,5,1
12238,47,866.0,0,0,7,1
12239,57,573.0,0,0,11,1
12240,48,607.0,0,0,2,1
12241,42,-1613.0,1,0,18,0
12242,44,2657.0,1,0,2,0
12243,36,1237.0,1,0,2,0
12244,41,0.0,0,0,2,1
12245,60,17339.0,0,0,11,1
12246,49,4846.0,0,0,9,1
12247,45,112.0,0,0,4,1
12248,36,4145.0,0,0,4,1
12249,29,1661.0,1,0,2,0
12250,27,-27.0,0,0,2,1
12251,26,-122.0,1,0,3,0
12252,26,490.0,1,0,5,0
12253,22,4659.0,1,0,4,0
12254,25,-350.0,1,0,3,0
12255,29,-580.0,1,0,2,0
12256,58,0.0,0,0,2,1
12257,56,1363.0,0,0,3,1
12258,55,77.0,1,0,2,0
12259,55,1420.0,0,0,4,1
12260,47,2716.0,0,0,4,1
12261,43,149.0,1,0,2,0
12262,46,1400.0,0,0,2,1
12263,48,940.0,0,0,3,1
12264,40,-1036.0,1,1,2,0
12265,34,1.0,1,0,5,0
12266,42,360.0,1,0,5,0
12267,33,350.0,1,0,5,0
12268,36,20.0,0,1,5,1
12269,55,5804.0,0,0,3,1
12270,42,341.0,0,0,3,1
12271,36,56.0,0,0,6,1
12272,60,1046.0,1,0,3,0
12273,44,107.0,0,0,3,1
12274,48,2288.0,0,0,4,1
12275,50,1318.0,0,1,3,1
12276,42,1343.0,1,0,3,0
12277,25,52.0,1,0,2,0
12278,31,1197.0,1,0,3,0
12279,53,0.0,0,0,8,1
12280,53,3815.0,0,0,3,1
12281,35,8652.0,1,0,6,0
12282,53,21522.0,0,0,4,1
12283,25,0.0,0,0,1,1
12284,29,214.0,1,1,5,0
12285,57,711.0,0,0,1,1
12286,49,57.0,0,1,1,1
12287,59,-91.0,0,0,1,1
12288,50,-253.0,0,0,1,1
12289,46,25.0,0,1,2,1
12290,50,-94.0,0,1,1,1
12291,58,2592.0,1,0,1,0
12292,34,1.0,0,1,1,1
12293,47,-468.0,0,1,1,1
12294,57,37.0,0,0,2,1
12295,51,-1136.0,0,1,1,1
12296,34,1.0,0,0,1,1
12297,47,80.0,0,1,1,1
12298,42,-266.0,0,1,1,1
12299,39,0.0,1,1,2,0
12300,47,-835.0,1,1,1,0
12301,46,129.0,0,0,2,1
12302,58,314.0,0,0,2,1
12303,42,-15.0,0,0,1,1
12304,56,594.0,1,1,1,0
12305,40,0.0,0,1,2,1
12306,31,3242.0,0,0,2,1
12307,29,0.0,1,0,3,0
12308,42,433.0,1,0,2,0
12309,43,720.0,0,0,8,1
12310,38,-140.0,0,0,3,1
12311,45,400.0,1,1,5,0
12312,41,381.0,0,0,4,1
12313,29,42.0,1,0,4,0
12314,47,0.0,0,1,3,1
12315,37,3759.0,0,0,2,1
12316,40,0.0,0,1,2,1
12317,34,0.0,0,1,2,1
12318,50,0.0,1,1,2,0
12319,36,74.0,1,0,2,0
12320,32,159.0,0,1,1,1
12321,27,335.0,1,0,3,0
12322,32,328.0,1,1,1,0
12323,60,1349.0,0,1,2,1
12324,30,526.0,1,1,3,0
12325,52,-1.0,0,1,3,1
12326,57,35.0,0,1,3,1
12327,48,341.0,1,1,3,0
12328,28,702.0,1,0,2,0
12329,49,-53.0,1,1,1,0
12330,43,2279.0,0,1,1,1
12331,28,282.0,1,0,4,0
12332,44,-153.0,0,1,1,1
12333,36,2103.0,0,1,1,1
12334,42,160.0,1,1,1,0
12335,52,192.0,0,1,1,1
12336,30,1881.0,0,1,1,1
12337,54,8289.0,0,0,2,1
12338,46,157.0,0,0,1,1
12339,22,-295.0,1,0,2,0
12340,41,303.0,0,0,2,1
12341,36,367.0,0,0,1,1
12342,28,196.0,1,0,7,0
12343,25,681.0,1,0,3,0
12344,51,0.0,0,1,3,1
12345,45,71.0,0,0,2,1
12346,26,-266.0,0,1,3,1
12347,55,43.0,0,1,3,1
12348,28,-7.0,0,1,2,1
12349,32,130.0,0,0,2,1
12350,35,24.0,1,0,2,0
12351,40,72.0,1,0,3,0
12352,55,6207.0,1,0,5,0
12353,55,625.0,0,0,4,1
12354,47,0.0,0,0,8,1
12355,35,4294.0,0,0,4,1
12356,25,6100.0,1,0,2,0
12357,34,5299.0,1,0,5,0
12358,27,-413.0,0,1,6,1
12359,32,187.0,0,1,3,1
12360,32,-241.0,0,1,2,1
12361,47,1160.0,1,0,4,0
12362,44,-618.0,0,1,2,1
12363,27,594.0,1,0,4,0
12364,53,931.0,0,0,2,1
12365,30,1487.0,0,1,3,1
12366,32,291.0,1,1,6,0
12367,29,-722.0,0,1,4,1
12368,57,-418.0,0,1,1,1
12369,30,62.0,0,0,1,1
12370,32,7.0,0,1,1,1
12371,53,0.0,0,1,1,1
12372,26,1128.0,1,1,3,0
12373,21,820.0,1,0,2,0
12374,43,544.0,1,0,6,0
12375,57,85.0,0,0,1,1
12376,50,877.0,0,1,1,1
12377,55,2.0,0,0,4,1
12378,58,65.0,0,0,1,1
12379,25,373.0,1,0,2,0
12380,57,-238.0,0,0,1,1
12381,30,1131.0,1,1,5,0
12382,39,0.0,0,1,1,1
12383,55,700.0,0,1,1,1
12384,56,382.0,0,0,2,1
12385,33,837.0,1,0,8,0
12386,54,255.0,1,0,2,0
12387,49,-1680.0,1,1,4,0
12388,28,4.0,1,0,5,0
12389,46,4.0,1,1,1,0
12390,51,84.0,0,1,1,1
12391,42,23.0,0,1,1,1
12392,60,95.0,0,1,1,1
12393,31,-423.0,1,1,2,0
12394,34,2019.0,1,1,1,0
12395,29,11.0,0,0,1,1
12396,51,144.0,0,1,2,1
12397,60,78.0,0,1,2,1
12398,60,109.0,0,0,5,1
12399,56,0.0,0,0,2,1
12400,52,2430.0,1,1,3,0
12401,41,2970.0,0,1,2,1
12402,24,11.0,1,0,4,0
12403,55,-79.0,0,1,3,1
12404,34,-478.0,1,1,4,0
12405,36,283.0,1,1,2,0
12406,34,89.0,1,0,5,0
12407,24,653.0,1,0,3,0
12408,37,597.0,0,1,3,1
12409,40,59.0,1,0,3,0
12410,39,324.0,1,0,4,0
12411,34,-868.0,1,0,2,0
12412,52,798.0,1,0,2,0
12413,56,-65.0,1,0,2,0
12414,27,511.0,1,0,5,0
12415,41,509.0,1,0,3,0
12416,36,2239.0,1,1,3,0
12417,49,2169.0,1,0,3,0
12418,26,-72.0,1,0,9,0
12419,42,145.0,0,1,3,1
12420,51,-101.0,1,1,3,0
12421,37,1309.0,0,1,2,1
12422,49,12.0,0,0,2,1
12423,50,3988.0,0,0,4,1
12424,28,-395.0,1,0,4,0
12425,35,1526.0,1,0,4,0
12426,47,323.0,0,0,1,1
12427,33,740.0,0,1,3,1
12428,45,624.0,0,1,1,1
12429,38,116.0,0,1,1,1
12430,34,0.0,1,0,3,0
12431,49,230.0,0,1,1,1
12432,37,0.0,0,1,1,1
12433,45,-342.0,0,1,1,1
12434,44,0.0,0,1,3,1
12435,33,276.0,0,0,2,1
12436,55,0.0,0,0,2,1
12437,56,3082.0,1,1,3,0
12438,40,220.0,1,0,3,0
12439,27,1128.0,1,0,4,0
12440,57,0.0,0,1,2,1
12441,39,-54.0,1,1,4,0
12442,49,2062.0,0,0,4,1
12443,34,66.0,0,1,2,1
12444,59,49.0,0,1,4,1
12445,41,138.0,1,0,3,0
12446,30,365.0,0,0,4,1
12447,44,10.0,0,0,2,1
12448,41,75.0,1,0,9,0
12449,31,652.0,0,1,3,1
12450,49,503.0,0,0,2,1
12451,35,251.0,1,1,3,0
12452,39,971.0,1,1,3,0
12453,51,-20.0,0,0,1,1
12454,39,-106.0,0,0,4,1
12455,35,871.0,1,0,1,0
12456,54,9.0,0,1,1,1
12457,59,0.0,0,0,1,1
12458,57,53.0,0,0,3,1
12459,39,3.0,0,1,1,1
12460,29,33.0,0,0,1,1
12461,40,84.0,0,1,2,1
12462,43,13.0,0,1,1,1
12463,41,1.0,0,0,1,1
12464,45,-302.0,0,1,1,1
12465,60,0.0,0,0,1,1
12466,31,-90.0,0,1,1,1
12467,59,6.0,0,1,1,1
12468,59,358.0,0,0,2,1
12469,29,1357.0,0,1,1,1
12470,49,935.0,0,1,1,1
12471,47,145.0,0,1,1,1
12472,32,0.0,1,1,1,0
12473,35,0.0,0,0,1,1
12474,52,935.0,0,0,1,1
12475,30,49.0,1,1,1,0
12476,43,91.0,0,1,2,1
12477,45,-249.0,1,1,1,0
12478,28,415.0,0,0,1,1
12479,41,7264.0,0,1,3,1
12480,38,-585.0,1,0,4,0
12481,31,43.0,0,0,1,1
12482,29,392.0,0,1,1,1
12483,29,975.0,0,0,1,1
12484,33,205.0,0,0,2,1
12485,40,-27.0,0,1,1,1
12486,26,-70.0,0,1,2,1
12487,41,-147.0,0,1,1,1
12488,31,84.0,0,1,1,1
12489,53,173.0,0,1,1,1
12490,45,2099.0,0,1,1,1
12491,58,374.0,0,1,2,1
12492,37,0.0,0,0,2,1
12493,47,47.0,0,1,2,1
12494,55,-180.0,0,1,2,1
12495,44,27.0,0,0,2,1
12496,27,158.0,0,0,2,1
12497,31,394.0,0,1,3,1
12498,22,280.0,1,0,4,0
12499,30,1717.0,0,1,2,1
12500,51,-28.0,0,1,2,1
12501,35,907.0,0,1,4,1
12502,29,101.0,0,0,4,1
12503,31,824.0,1,0,3,0
12504,35,28.0,0,1,3,1
12505,48,0.0,1,1,2,0
12506,30,0.0,0,1,3,1
12507,45,52.0,0,1,3,1
12508,45,-584.0,1,1,2,0
12509,50,-15.0,0,1,1,1
12510,35,527.0,0,1,3,1
12511,41,0.0,1,0,1,0
12512,37,0.0,0,1,1,1
12513,38,70.0,0,1,1,1
12514,50,830.0,0,0,2,1
12515,35,-51.0,0,0,2,1
12516,44,1.0,0,1,3,1
12517,34,0.0,0,1,4,1
12518,32,-255.0,0,1,3,1
12519,41,-81.0,0,1,3,1
12520,33,288.0,1,1,2,0
12521,45,-25.0,0,1,3,1
12522,27,585.0,0,0,3,1
12523,37,29.0,0,0,2,1
12524,37,606.0,1,1,3,0
12525,54,-165.0,0,1,1,1
12526,26,549.0,0,0,1,1
12527,45,-705.0,0,1,1,1
12528,54,0.0,0,1,1,1
12529,58,166.0,0,1,1,1
12530,50,5.0,0,0,1,1
12531,51,0.0,0,1,1,1
12532,27,2.0,0,1,1,1
12533,32,92.0,0,0,1,1
12534,29,145.0,0,0,1,1
12535,29,84.0,0,1,3,1
12536,44,701.0,0,1,2,1
12537,39,3.0,0,1,1,1
12538,55,85.0,0,0,2,1
12539,33,285.0,0,1,1,1
12540,48,474.0,1,1,1,0
12541,49,126.0,0,0,1,1
12542,35,-400.0,1,1,1,0
12543,57,91.0,0,1,3,1
12544,53,0.0,0,1,10,1
12545,58,0.0,0,0,1,1
12546,34,46.0,1,1,1,0
12547,52,51.0,0,0,1,1
12548,56,20.0,0,0,1,1
12549,34,-346.0,1,0,4,0
12550,35,1659.0,1,0,1,0
12551,30,0.0,0,1,1,1
12552,48,31.0,0,1,1,1
12553,50,-221.0,0,1,1,1
12554,44,303.0,1,1,1,0
12555,38,304.0,0,1,1,1
12556,40,1155.0,0,1,1,1
12557,44,222.0,1,1,1,0
12558,33,1038.0,0,1,1,1
12559,29,695.0,0,0,1,1
12560,51,-800.0,0,0,1,1
12561,57,47.0,0,1,1,1
12562,35,2.0,0,0,1,1
12563,61,313.0,0,1,1,1
12564,52,184.0,1,0,1,0
12565,33,114.0,0,1,1,1
12566,59,140.0,0,1,1,1
12567,47,-187.0,0,0,1,1
12568,37,-244.0,0,0,1,1
12569,49,1807.0,0,1,3,1
12570,60,241.0,0,1,3,1
12571,51,60.0,0,0,1,1
12572,47,-149.0,0,1,1,1
12573,40,-313.0,1,0,2,0
12574,31,0.0,0,1,3,1
12575,38,93.0,0,0,2,1
12576,54,42.0,0,1,2,1
12577,45,-179.0,0,0,2,1
12578,47,1156.0,0,1,5,1
12579,34,277.0,0,1,2,1
12580,54,-488.0,0,1,2,1
